onset	duration	amount	Probability	choseAccept	RT	choseRight
14.005	4	76	0.43	1	2.591	0
23.038	4	35	0.73	1	1.52	0
31.071	4	45	0.37	0	1.462	1
41.104	4	56	0.49	1	2.805	0
55.136	4	35	0.7	1	1.873	0
63.169	4	21	0.97	1	1.335	0
73.219	4	66	0.25	0	1.672	1
79.252	4	40	0.39	0	1.755	1
85.285	4	64	0.34	0	2.383	1
99.334	4	41	0.63	1	1.267	0
108.367	4	47	0.72	1	1.082	0
120.4	4	62	0.3	0	1.903	1
130.433	4	56	0.68	1	1.332	0
138.466	4	82	0.29	1	2.006	0
145.499	4	35	0.78	1	1.682	0
152.532	4	83	0.3	1	1.385	0
161.582	4	49	0.56	1	2.295	0
168.615	4	52	0.41	0	1.952	1
180.664	4	73	0.74	1	1.324	0
191.697	4	25	0.89	1	1.368	0
203.746	4	25	0.91	1	2.451	0
208.813	4	58	0.83	1	1.49	0
217.846	4	78	0.42	1	1.693	0
230.879	4	42	0.58	1	1.53	0
245.911	4	77	0.39	1	2.917	0
264.96	4	83	0.54	1	1.585	0
274.01	4	58	0.42	0	2.146	1
285.043	4	57	0.58	1	2.04	0
296.076	4	63	0.57	1	1.923	0
307.108	4	21	0.93	0	2.165	1
