onset	duration	amount	Probability	choseAccept	RT	choseRight
15.025	4	65	0.55	1	1.599	0
25.058	4	82	0.09	0	2.026	1
35.107	4	57	0.3	0	2.419	1
46.141	4	22	0.98	1	0.972	0
54.173	4	23	0.96	1	0.898	0
64.206	4	55	0.44	0	2.046	1
73.239	4	52	0.47	0	2.287	1
80.272	4	50	0.57	1	2.151	0
89.322	4	83	0.28	1	2.909	0
96.355	4	79	0.33	1	2.302	0
107.404	4	62	0.18	0	1.308	1
117.437	4	31	0.79	1	1.762	0
129.47	4	49	0.51	1	2.821	0
140.503	4	81	0.1	0	1.858	1
150.536	4	39	0.3	0	1.73	1
158.585	4	46	0.21	0	1.606	1
170.618	4	33	0.62	1	1.955	0
191.651	4	63	0.27	0	2.266	1
205.7	4	84	0.25	1	1.987	0
213.733	4	24	0.96	1	1.069	0
220.783	4	72	0.5	1	1.385	0
231.832	4	77	0.43	1	2.006	0
240.865	4	23	0.83	1	1.661	0
251.898	4	22	0.96	1	0.995	0
259.931	4	21	0.96	1	1.351	0
271.98	4	82	0.47	1	1.514	0
281.013	4	30	0.7	1	1.542	0
286.063	4	53	0.48	0	2.343	1
292.096	4	85	0.59	1	1.855	0
306.129	4	58	0.46	0	3.039	1
