onset	duration	amount	Probability	choseAccept	RT	choseRight
18.542	4	57	0.66	1	2.169	0
23.609	4	53	0.48	1	1.007	0
33.642	4	64	0.13	0	1.237	1
42.675	4	42	0.7	1	0.916	0
49.708	4	64	0.6	1	0.763	0
67.741	4	43	0.62	1	0.778	0
78.774	4	52	0.49	1	0.977	0
88.807	4	69	0.33	1	1.247	0
103.84	4	52	0.32	1	1.254	0
112.873	4	52	0.48	1	1.725	0
125.906	4	32	0.69	1	1.108	0
135.939	4	25	0.86	1	1.787	0
152.971	4	27	0.56	1	1.018	0
158.038	4	63	0.44	1	0.863	0
172.071	4	59	0.49	1	0.982	0
180.104	4	56	0.62	1	0.773	0
186.137	4	38	0.62	1	0.94	0
195.17	4	51	0.61	1	0.819	0
204.204	4	46	0.64	1	1.36	0
212.236	4	54	0.61	1	0.888	0
220.269	4	64	0.28	0	2.287	1
229.303	4	55	0.44	1	0.877	0
238.336	4	45	0.62	1	0.9	0
245.385	4	52	0.41	1	0.939	0
251.419	4	35	0.45	1	1.097	0
263.452	4	51	0.53	1	0.711	0
273.485	4	53	0.42	1	0.63	0
285.518	4	40	0.79	1	0.797	0
298.55	4	43	0.52	1	1.053	0
308.584	4	34	0.65	1	0.963	0
