onset	duration	amount	Probability	choseAccept	RT	choseRight
19.392	4	46	0.6	1	1.704	1
29.425	4	40	0.62	1	0.958	1
38.458	4	72	0.47	1	1.173	1
49.491	4	38	0.51	1	0.972	1
63.524	4	54	0.46	1	1.531	1
78.557	4	27	0.81	1	1.706	1
84.59	4	54	0.69	1	1.353	1
101.64	4	70	0.41	1	1.774	1
109.673	4	41	0.76	1	0.965	1
120.706	4	28	0.75	0	1.788	0
125.756	4	47	0.49	1	1.298	1
130.806	4	39	0.66	1	1.488	1
143.839	4	67	0.53	1	0.975	1
160.888	4	70	0.8	1	0.805	1
168.921	4	26	0.85	1	1.068	1
176.971	4	57	0.58	1	1.642	1
190.021	4	21	0.98	1	0.792	1
200.054	4	61	0.46	1	1.287	1
206.087	4	58	0.45	1	1.142	1
217.12	4	70	0.3	1	1.412	1
225.153	4	64	0.53	1	0.899	1
234.186	4	34	0.62	1	0.818	1
240.236	4	38	0.52	1	1.512	1
250.269	4	33	0.61	1	0.991	1
259.302	4	37	0.9	1	0.862	1
266.335	4	63	0.47	1	0.885	1
277.385	4	38	0.77	1	0.714	1
287.418	4	60	0.33	1	1.457	1
297.451	4	45	0.68	1	0.872	1
308.484	4	45	0.61	1	0.663	1
