onset	duration	amount	Probability	choseAccept	RT	choseRight
15.14	4	42	0.59	1	2.012	1
20.19	4	45	0.69	1	0.85	1
35.223	4	66	0.46	1	1.017	1
51.273	4	47	0.45	1	2.006	1
61.306	4	51	0.8	1	1.621	1
70.339	4	22	0.92	1	1.196	1
78.372	4	59	0.58	1	1.315	1
86.405	4	49	0.2	0	1.818	0
99.454	4	31	0.82	1	1.096	1
116.487	4	26	0.9	1	1.271	1
126.52	4	56	0.6	1	0.95	1
134.553	4	26	0.8	1	1.117	1
142.603	4	70	0.57	1	0.819	1
154.637	4	44	0.66	1	0.889	1
163.669	4	43	0.55	1	0.984	1
172.719	4	63	0.45	1	1.246	1
181.752	4	40	0.6	1	1.309	1
191.785	4	39	0.67	1	0.932	1
201.818	4	24	0.85	1	1.347	1
212.851	4	44	0.59	1	1.45	1
222.884	4	33	0.45	0	1.92	0
229.917	4	61	0.15	0	1.511	0
239.95	4	73	0.44	1	0.91	1
245	4	69	0.39	1	0.996	1
250.05	4	42	0.55	1	0.93	1
265.083	4	48	0.68	1	0.985	1
273.133	4	33	0.55	1	1.503	1
283.166	4	36	0.72	1	1.253	1
299.199	4	61	0.53	1	1.348	1
309.232	4	37	0.44	0	1.115	0
