onset	duration	amount	Delay	choseAccept	RT	choseRight
15.075	4	62	180	1	1.529	1
20.125	4	31	74	1	1.278	1
35.174	4	28	123	0	1.295	0
51.224	4	25	176	0	1.323	0
61.273	4	50	41	1	1.001	1
70.34	4	41	174	1	1.534	1
78.389	4	32	57	1	1.421	1
86.423	4	45	157	0	1.604	0
99.456	4	67	23	1	1.091	1
116.488	4	36	140	0	1.301	0
126.555	4	64	89	1	1.324	1
134.604	4	71	76	1	1.06	1
142.637	4	58	73	1	1.271	1
154.671	4	41	129	0	1.569	0
163.72	4	82	74	1	1.224	1
172.753	4	24	125	0	0.927	0
181.786	4	69	172	0	1.59	0
191.819	4	43	19	1	1.001	1
201.869	4	76	161	1	1.352	1
212.919	4	74	52	1	0.986	1
222.968	4	23	134	0	1.37	0
230.018	4	27	142	0	1.088	0
240.068	4	25	108	0	0.968	0
245.134	4	58	55	1	0.884	1
250.201	4	40	159	1	1.765	1
265.267	4	48	128	0	1.651	0
273.317	4	34	176	0	1.256	0
283.35	4	52	139	1	1.767	1
299.416	4	63	37	1	0.983	1
309.466	4	83	105	1	1.309	1
