onset	duration	amount	Probability	choseAccept	RT	choseRight
15.205	4	79	0.33	0	0.966	1
23.255	4	40	0.66	1	1.097	0
38.287	4	71	0.36	0	0.816	1
44.337	4	46	0.21	0	0.684	1
54.386	4	70	0.39	0	1.125	1
63.419	4	46	0.77	1	1.007	0
73.452	4	39	0.49	0	2.811	1
78.518	4	33	0.91	1	1.015	0
83.568	4	82	0.47	0	1.803	1
88.618	4	70	0.61	1	1.323	0
103.667	4	72	0.34	0	0.929	1
110.717	4	42	0.58	1	1.333	0
120.766	4	83	0.54	0	1.076	1
127.799	4	82	0.48	0	1.101	1
135.849	4	77	0.39	0	1.395	1
141.898	4	61	0.67	1	0.939	0
151.931	4	60	0.51	0	1.676	1
163.964	4	57	0.58	1	1.184	0
172.03	4	83	0.32	0	0.671	1
194.079	4	45	0.37	0	0.976	1
202.112	4	58	0.45	0	0.933	1
212.178	4	28	0.89	1	0.788	0
219.211	4	72	0.5	0	1.155	1
236.244	4	35	0.7	1	0.879	0
246.276	4	40	0.71	1	0.709	0
259.326	4	56	0.49	0	0.948	1
270.375	4	46	0.33	0	1.692	1
281.424	4	24	0.96	1	0.75	0
294.49	4	58	0.42	0	1.028	1
309.556	4	75	0.48	0	0.868	1
