onset	duration	amount	Delay	choseAccept	RT	choseRight
20.244	4	27	91	1	1.087	0
30.277	4	44	92	1	0.93	0
39.326	4	54	23	1	0.984	0
50.392	4	28	59	1	0.957	0
64.425	4	45	107	1	1.08	0
79.474	4	71	88	1	0.82	0
85.524	4	32	111	1	1.14	0
102.556	4	31	76	1	0.754	0
110.589	4	43	120	1	1.018	0
121.639	4	78	129	1	0.88	0
126.688	4	67	41	1	0.736	0
131.755	4	79	92	1	0.744	0
144.787	4	66	145	1	0.767	0
161.836	4	22	21	1	1.375	0
169.869	4	54	22	1	0.753	0
177.936	4	77	142	1	0.835	0
190.985	4	24	139	1	0.981	0
201.018	4	80	39	1	0.829	0
207.051	4	77	24	1	0.864	0
218.083	4	23	110	1	1.051	0
226.133	4	55	163	1	0.747	0
235.183	4	28	132	1	1.562	0
241.216	4	83	105	1	1.059	0
251.248	4	29	44	1	0.89	0
260.281	4	58	72	1	0.749	0
267.314	4	32	57	1	0.951	0
278.364	4	33	103	1	0.988	0
288.396	4	23	42	1	1.047	0
298.429	4	55	107	1	0.782	0
309.479	4	22	27	1	0.849	0
