onset	duration	amount	Probability	choseAccept	RT	choseRight
19.041	4	65	0.55	1	1.404	1
29.074	4	83	0.3	0	1.329	0
38.107	4	40	0.71	1	1.815	1
49.14	4	22	0.98	1	1.797	1
63.173	4	77	0.43	1	1.728	1
78.205	4	49	0.51	1	1.875	1
84.239	4	82	0.47	1	1.338	1
101.271	4	60	0.51	1	1.855	1
109.304	4	50	0.48	1	1.48	1
120.337	4	28	0.89	0	1.92	0
125.387	4	47	0.72	1	2.279	1
130.437	4	49	0.56	1	1.678	1
143.469	4	39	0.49	0	1.635	0
160.519	4	76	0.44	1	1.676	1
168.552	4	28	0.63	0	1.446	0
176.601	4	24	0.96	1	2.198	1
189.651	4	58	0.83	1	1.761	1
199.683	4	70	0.39	0	1.322	0
205.717	4	53	0.48	1	1.994	1
216.749	4	77	0.38	0	2.321	0
224.782	4	82	0.48	1	1.768	1
233.832	4	56	0.68	0	1.671	0
239.865	4	46	0.33	0	2.234	0
249.915	4	62	0.18	0	1.488	0
258.948	4	35	0.7	0	2.158	0
265.981	4	40	0.39	0	1.37	0
277.013	4	56	0.49	1	2.03	1
287.046	4	39	0.3	0	1.246	0
297.079	4	49	0.43	0	1.729	0
308.129	4	36	0.59	0	2.206	0
