onset	duration	amount	Delay	choseAccept	RT	choseRight
16.117	4	58	53	1	1.487	0
23.166	4	34	43	1	1.148	0
34.199	4	49	172	0	0.575	1
42.232	4	30	23	0	1.503	1
51.282	4	39	104	0	0.777	1
58.315	4	49	140	0	0.746	1
70.364	4	67	23	1	0.994	0
78.397	4	77	24	1	1.203	0
97.463	4	74	52	1	1.351	0
102.53	4	39	161	0	0.958	1
111.563	4	50	41	1	1.316	0
122.612	4	23	134	0	0.97	1
133.662	4	56	93	0	1.207	1
142.695	4	58	36	1	0.916	0
149.728	4	32	74	1	1.528	0
158.761	4	31	74	0	1.381	1
165.81	4	82	74	1	1.908	0
178.843	4	44	92	0	0.961	1
195.893	4	41	55	1	1.458	0
203.926	4	25	70	0	1.374	1
209.959	4	40	159	0	0.851	1
233.008	4	32	111	0	0.823	1
241.041	4	24	125	0	0.681	1
249.09	4	61	141	0	0.754	1
258.14	4	25	108	0	0.645	1
276.189	4	75	41	1	1.03	0
281.239	4	62	180	0	0.952	1
289.289	4	22	27	0	1.172	1
298.322	4	70	108	0	0.86	1
309.355	4	36	140	0	0.771	1
