onset	duration	amount	Probability	choseAccept	RT	choseRight
13.747	4	22	0.89	1	2.395	0
18.796	4	42	0.6	1	1.448	0
33.829	4	63	0.27	0	1.956	1
49.862	4	50	0.39	0	1.928	1
59.911	4	71	0.36	0	0.895	1
68.944	4	53	0.54	0	1.899	1
76.994	4	39	0.49	0	0.999	1
85.044	4	31	0.79	1	1.201	0
98.11	4	30	0.7	1	1.21	0
115.159	4	72	0.5	0	1.452	1
125.192	4	23	0.96	1	1.043	0
133.225	4	62	0.3	0	1.382	1
141.274	4	52	0.47	0	1.768	1
153.324	4	76	0.26	0	0.993	1
162.357	4	58	0.62	1	1.874	0
171.406	4	42	0.58	0	1.392	1
180.439	4	64	0.34	0	1.71	1
190.489	4	72	0.33	0	1.563	1
200.538	4	81	0.1	0	1.141	1
211.571	4	79	0.49	0	0.905	1
221.621	4	22	0.98	1	1.656	0
228.654	4	57	0.58	0	1.779	1
238.703	4	40	0.66	1	1.438	0
243.753	4	44	0.44	0	1.015	1
248.82	4	52	0.41	0	0.681	1
263.869	4	68	0.64	1	1.408	0
271.902	4	24	0.96	1	1.085	0
281.952	4	50	0.57	0	1.648	1
298.017	4	43	0.69	1	1.633	0
308.067	4	75	0.24	0	2.098	1
