onset	duration	amount	Probability	choseAccept	RT	choseRight
13.048	4	61	0.5	0	2.086	1
20.082	4	49	0.44	0	2.033	1
31.131	4	41	0.6	1	3.547	0
39.164	4	76	0.44	0	2.86	1
48.197	4	77	0.38	0	1.894	1
55.23	4	33	0.91	1	1.258	0
67.263	4	40	0.79	1	2.154	0
75.296	4	25	0.91	1	1.149	0
94.361	4	58	0.42	0	1.871	1
99.411	4	75	0.48	0	1.592	1
108.444	4	35	0.78	1	1.225	0
119.477	4	54	0.52	0	2.169	1
130.51	4	82	0.09	0	2.238	1
139.543	4	36	0.59	0	3.025	1
146.592	4	64	0.33	0	1.644	1
155.625	4	35	0.73	1	1.45	0
162.692	4	63	0.57	0	1.628	1
175.741	4	28	0.63	1	1.675	0
192.79	4	73	0.74	1	1.703	0
200.84	4	41	0.63	1	2.291	0
206.89	4	39	0.3	0	1.141	1
229.922	4	56	0.49	0	1.557	1
237.955	4	70	0.39	0	1.437	1
246.005	4	25	0.89	1	1.164	0
255.038	4	46	0.77	1	1.308	0
273.087	4	35	0.7	1	1.577	0
278.137	4	83	0.32	0	1.284	1
286.186	4	58	0.46	0	1.718	1
295.236	4	45	0.37	0	0.891	1
306.269	4	33	0.62	1	2.159	0
