onset	duration	amount	Delay	choseAccept	RT	choseRight
14.94	4	58	72	0	2.544	1
23.973	4	60	124	0	0.934	1
32.023	4	58	36	0	1.218	1
42.073	4	71	88	0	0.825	1
56.122	4	67	23	0	1.933	1
64.188	4	72	95	0	0.818	1
74.238	4	56	93	0	0.915	1
80.288	4	24	125	0	0.672	1
86.337	4	28	163	0	0.747	1
100.403	4	39	95	0	0.864	1
109.453	4	73	44	0	1.184	1
121.519	4	41	174	0	0.706	1
131.552	4	63	37	0	1.16	1
139.585	4	25	176	0	0.537	1
146.635	4	66	145	0	0.728	1
153.684	4	65	159	0	0.749	1
162.751	4	41	27	1	1.361	0
169.784	4	35	171	0	0.583	1
181.833	4	44	92	0	0.976	1
192.866	4	31	76	0	0.773	1
204.899	4	32	111	0	0.737	1
209.949	4	41	129	0	0.79	1
218.981	4	23	110	0	0.614	1
232.031	4	30	36	0	1.538	1
247.064	4	29	44	0	0.816	1
266.129	4	75	41	0	1.801	1
275.196	4	74	52	0	1.576	1
286.245	4	28	132	0	0.796	1
297.295	4	76	161	0	0.677	1
308.344	4	33	163	0	0.641	1
