onset	duration	amount	Probability	choseAccept	RT	choseRight
14.583	4	47	0.72	1	1.371	1
19.633	4	40	0.71	1	0.803	1
34.666	4	84	0.25	0	0.891	0
50.698	4	70	0.61	1	1.341	1
60.731	4	31	0.79	1	1.581	1
69.765	4	70	0.39	0	0.843	0
77.798	4	77	0.39	1	1.571	1
85.847	4	33	0.91	1	1.105	1
98.897	4	73	0.74	1	1.104	1
115.93	4	83	0.28	0	1.056	0
125.963	4	76	0.26	0	0.808	0
133.996	4	58	0.46	0	1.355	0
142.029	4	66	0.25	0	0.728	0
154.062	4	45	0.37	0	1.75	0
163.112	4	40	0.66	1	1.048	1
172.161	4	41	0.63	1	1.366	1
181.211	4	57	0.58	n/a	n/a	n/a
191.261	4	23	0.83	1	1.483	1
201.31	4	63	0.57	1	1.157	1
212.36	4	64	0.33	0	0.866	0
222.41	4	49	0.51	1	1.545	1
229.443	4	25	0.91	1	1.396	1
239.476	4	40	0.39	0	0.752	0
244.526	4	82	0.29	0	2.976	0
249.576	4	53	0.54	1	0.717	1
264.625	4	40	0.79	n/a	n/a	n/a
272.675	4	79	0.49	1	0.95	1
282.724	4	76	0.43	1	0.851	1
298.791	4	75	0.48	1	0.832	1
308.84	4	50	0.39	0	0.822	0
