onset	duration	amount	Probability	choseAccept	RT	choseRight
20.064	4	46	0.77	1	1.411	1
30.097	4	53	0.54	1	1.513	1
39.13	4	70	0.34	0	1.557	0
50.163	4	77	0.43	1	2.088	1
64.196	4	52	0.47	1	1.912	1
79.229	4	21	0.97	0	1.136	0
85.263	4	58	0.42	0	1.311	0
102.312	4	33	0.62	0	1.187	0
110.345	4	45	0.37	0	1.461	0
121.378	4	43	0.69	1	1.584	1
126.444	4	82	0.47	1	2.085	1
131.511	4	76	0.26	0	1.235	0
144.561	4	42	0.58	1	2.916	1
161.593	4	49	0.51	1	2.281	1
169.627	4	70	0.61	1	1.024	1
177.66	4	82	0.09	0	1.047	0
190.709	4	83	0.32	0	1.391	0
200.742	4	60	0.51	1	1.091	1
206.775	4	79	0.33	1	2.174	1
217.809	4	39	0.49	0	1.396	0
225.858	4	49	0.44	0	1.016	0
234.908	4	49	0.71	1	1.496	1
240.941	4	29	0.83	0	1.72	0
250.974	4	75	0.48	1	1.646	1
260.007	4	68	0.64	1	1.203	1
267.041	4	78	0.26	0	0.897	0
278.09	4	52	0.41	0	1.163	0
288.14	4	33	0.91	0	1.263	0
298.19	4	54	0.52	1	1.03	1
309.223	4	49	0.43	0	1.157	0
