onset	duration	amount	Delay	choseAccept	RT	choseRight
12.026	4	29	44	1	1.602	0
20.076	4	65	156	0	1.087	1
35.125	4	27	130	0	1.14	1
41.159	4	57	89	1	1.837	0
51.208	4	33	78	0	2.558	1
60.241	4	55	107	1	1.677	0
70.274	4	34	43	0	1.701	1
75.341	4	28	59	0	1.822	1
80.391	4	50	41	1	2.009	0
85.441	4	64	89	1	3.246	0
100.474	4	67	23	1	1.205	0
107.507	4	65	159	0	0.924	1
117.54	4	30	36	1	1.569	0
124.59	4	25	108	0	1.236	1
132.639	4	23	110	0	0.921	1
138.673	4	39	104	0	1.064	1
148.722	4	39	161	0	0.974	1
160.755	4	24	125	0	1.095	1
168.788	4	41	129	0	0.87	1
190.838	4	25	70	0	1.644	1
198.871	4	79	92	1	1.892	0
208.904	4	85	129	0	1.542	1
215.937	4	66	71	0	1.518	1
232.986	4	29	75	0	1.391	1
243.02	4	45	26	1	1.789	0
256.052	4	65	137	0	1.041	1
267.086	4	58	55	1	1.663	0
278.119	4	29	58	0	1.516	1
291.168	4	25	74	0	1.733	1
306.218	4	41	27	n/a	n/a	n/a
