onset	duration	amount	Delay	choseAccept	RT	choseRight
16.822	4	61	141	0	2.167	0
22.871	4	66	71	0	1.974	0
38.904	4	54	126	0	1.286	0
45.954	4	45	72	0	1.646	0
58.02	4	29	75	0	1.346	0
72.069	4	27	142	0	1.276	0
80.102	4	22	27	0	3.061	0
87.135	4	30	23	0	1.841	0
95.185	4	23	42	0	2.137	0
108.218	4	25	141	0	1.519	0
118.267	4	39	161	0	1.148	0
138.316	4	77	161	0	1.494	0
148.349	4	43	38	0	1.381	0
157.415	4	67	74	1	3.116	1
170.465	4	71	176	0	1.248	0
185.514	4	78	108	n/a	n/a	n/a
196.564	4	83	105	0	1.905	0
205.597	4	41	55	0	1.318	0
213.646	4	55	163	n/a	n/a	n/a
219.696	4	82	74	0	1.225	0
231.729	4	79	92	0	1.053	0
238.778	4	75	60	0	0.845	0
245.811	4	27	130	0	1.159	0
255.861	4	45	107	0	0.845	0
263.911	4	54	22	0	2.317	0
272.96	4	64	89	0	1.52	0
281.01	4	34	43	0	2.014	0
286.076	4	25	70	0	1.329	0
297.126	4	74	121	0	1.055	0
308.159	4	27	91	0	1.072	0
