onset	duration	amount	Probability	choseAccept	RT	choseRight
13.044	4	61	0.5	0	2.31	0
20.094	4	49	0.44	0	1.528	0
31.16	4	41	0.6	1	1.743	1
39.193	4	76	0.44	0	1.268	0
48.243	4	77	0.38	0	0.961	0
55.293	4	33	0.91	1	1.298	1
67.342	4	40	0.79	1	1.545	1
75.375	4	25	0.91	1	1.275	1
94.424	4	58	0.42	0	1.347	0
99.491	4	75	0.48	0	1.183	0
108.54	4	35	0.78	1	1.948	1
119.573	4	54	0.52	0	1.414	0
130.623	4	82	0.09	0	1.733	0
139.672	4	36	0.59	0	1.379	0
146.722	4	64	0.33	0	1.151	0
155.772	4	35	0.73	1	1.154	1
162.805	4	63	0.57	0	1.593	0
175.837	4	28	0.63	1	1.929	1
192.87	4	73	0.74	1	3.112	1
200.903	4	41	0.63	1	1.464	1
206.936	4	39	0.3	0	1.354	0
229.985	4	56	0.49	0	2.488	0
238.018	4	70	0.39	0	1.349	0
246.068	4	25	0.89	1	1.059	1
255.101	4	46	0.77	1	1.076	1
273.133	4	35	0.7	1	1.762	1
278.183	4	83	0.32	0	1.987	0
286.216	4	58	0.46	0	1.379	0
295.265	4	45	0.37	0	1.854	0
306.315	4	33	0.62	1	2.223	1
