onset	duration	amount	Probability	choseAccept	RT	choseRight
17.419	4	23	0.96	1	1.316	1
23.469	4	22	0.89	1	1.41	1
39.501	4	35	0.73	1	0.874	1
46.535	4	36	0.59	1	1.288	1
58.568	4	61	0.5	1	1.199	1
72.6	4	55	0.44	0	1.175	0
80.634	4	58	0.42	0	2.004	0
87.667	4	72	0.5	1	2.691	1
95.7	4	25	0.91	1	0.826	1
108.733	4	40	0.71	1	0.769	1
118.783	4	82	0.47	0	1.295	0
138.815	4	79	0.45	0	0.998	0
148.865	4	76	0.43	0	1.132	0
157.915	4	53	0.48	0	1.618	0
170.964	4	79	0.33	0	1.049	0
186.014	4	85	0.59	1	0.839	1
197.047	4	44	0.44	0	0.854	0
206.08	4	56	0.49	1	1.1	1
214.13	4	83	0.32	0	1.218	0
220.18	4	22	0.98	1	0.928	1
232.213	4	46	0.77	1	1.359	1
239.246	4	62	0.18	0	1.022	0
246.279	4	65	0.55	1	0.973	1
256.312	4	35	0.7	1	1.092	1
264.345	4	40	0.66	1	0.915	1
273.378	4	56	0.68	1	0.657	1
281.411	4	64	0.34	0	0.824	0
286.461	4	71	0.19	0	0.726	0
297.494	4	39	0.49	1	1.173	1
308.527	4	52	0.47	1	2.068	1
