onset	duration	amount	Delay	choseAccept	RT	choseRight
13.041	4	39	95	0	1.718	0
20.09	4	28	163	0	1.213	0
31.14	4	35	171	0	1.283	0
39.19	4	70	108	0	1.121	0
48.224	4	57	89	0	1.423	0
55.256	4	64	89	0	2.015	0
67.306	4	43	120	0	1.821	0
75.355	4	67	103	0	1.675	0
94.388	4	29	58	1	1.594	1
99.438	4	41	55	1	1.136	1
108.488	4	58	55	1	0.918	1
119.538	4	71	176	0	0.884	0
130.587	4	54	22	1	1.243	1
139.62	4	71	88	0	1.449	0
146.67	4	58	36	1	1.191	1
155.703	4	75	41	1	0.878	1
162.736	4	67	41	1	0.565	1
175.769	4	23	110	0	1.38	0
192.819	4	43	19	1	0.866	1
200.852	4	36	140	0	0.784	0
206.902	4	34	176	0	0.798	0
229.951	4	22	21	1	0.853	1
238.001	4	34	43	1	1.715	1
246.034	4	85	129	0	0.658	0
255.067	4	24	87	0	1.169	0
273.117	4	29	75	0	1.302	0
278.183	4	56	172	0	1.004	0
286.217	4	55	107	0	0.674	0
295.249	4	81	58	1	1.682	1
306.282	4	32	111	0	0.761	0
