onset	duration	amount	Delay	choseAccept	RT	choseRight
18.074	4	44	143	0	0.654	1
28.107	4	72	95	0	0.771	1
38.14	4	28	123	0	0.614	1
49.206	4	65	159	0	0.542	1
57.255	4	23	77	0	0.968	1
67.305	4	66	145	0	0.574	1
76.338	4	50	59	1	1.073	0
83.371	4	58	72	0	1.247	1
92.42	4	55	107	0	0.676	1
99.453	4	67	41	1	1.126	0
110.486	4	45	107	0	0.576	1
120.519	4	71	76	1	1.308	0
132.552	4	56	172	0	0.743	1
143.584	4	52	139	0	0.621	1
153.617	4	58	55	1	1.032	0
161.65	4	29	44	0	0.931	1
173.716	4	71	176	0	0.543	1
194.765	4	28	59	0	1.074	1
208.814	4	63	37	1	0.989	0
216.847	4	45	26	1	1.085	0
223.897	4	39	95	0	0.88	1
234.946	4	23	61	0	1.081	1
244.012	4	35	171	0	0.611	1
255.062	4	34	176	0	0.537	1
263.095	4	29	58	0	0.892	1
275.127	4	54	22	1	0.986	0
284.177	4	43	38	0	1.349	1
289.243	4	75	60	1	1.402	0
295.31	4	22	21	0	1.042	1
309.342	4	24	38	0	0.966	1
