onset	duration	amount	Delay	choseAccept	RT	choseRight
15.593	4	58	72	1	1.229	1
24.642	4	60	124	0	2.686	0
32.708	4	58	36	1	0.872	1
42.741	4	71	88	1	1.258	1
56.774	4	67	23	1	0.801	1
64.823	4	72	95	0	1.83	0
74.889	4	56	93	1	1.67	1
80.939	4	24	125	0	1.115	0
86.989	4	28	163	0	0.746	0
101.054	4	39	95	1	1.303	1
110.121	4	73	44	1	1.116	1
122.17	4	41	174	0	1.032	0
132.219	4	63	37	1	1.229	1
140.252	4	25	176	0	1.046	0
147.302	4	66	145	0	1.37	0
154.351	4	65	159	0	1.09	0
163.384	4	41	27	1	0.824	1
170.417	4	35	171	0	1.18	0
182.483	4	44	92	0	1.222	0
193.516	4	31	76	0	1.001	0
205.565	4	32	111	0	1.035	0
210.632	4	41	129	0	1.376	0
219.664	4	23	110	0	0.751	0
232.73	4	30	36	1	0.835	1
247.796	4	29	44	1	1.069	1
266.862	4	75	41	1	1.121	1
275.911	4	74	52	1	0.97	1
286.961	4	28	132	0	0.955	0
298.01	4	76	161	1	0.834	1
309.059	4	33	163	0	0.794	0
