onset	duration	amount	Delay	choseAccept	RT	choseRight
17.908	4	44	143	0	0.888	1
27.94	4	85	129	1	1.222	0
37.973	4	39	104	0	0.77	1
49.022	4	65	156	1	1.679	0
57.055	4	42	145	0	0.746	1
67.121	4	36	114	0	0.756	1
76.171	4	54	23	1	1.576	0
83.204	4	65	137	1	1.265	0
92.27	4	24	139	0	0.84	1
99.32	4	34	176	0	1.016	1
110.369	4	78	129	1	1.35	0
120.418	4	70	108	1	1.189	0
132.451	4	56	172	0	1.996	1
143.5	4	49	172	0	1.289	1
153.533	4	23	134	0	0.845	1
161.583	4	80	39	1	1.512	0
173.615	4	28	59	1	1.901	0
194.681	4	24	87	0	1.204	1
208.73	4	23	77	0	1.782	1
216.796	4	50	129	1	1.848	0
223.829	4	33	78	0	1.55	1
234.879	4	50	41	1	0.844	0
243.911	4	29	58	0	1.739	1
254.944	4	28	123	0	0.855	1
262.977	4	25	74	1	1.194	0
275.01	4	50	59	1	0.859	0
284.042	4	69	172	0	0.794	1
289.092	4	22	21	1	1.198	0
295.125	4	45	26	1	1.31	0
309.158	4	23	176	0	0.86	1
