onset	duration	amount	Delay	choseAccept	RT	choseRight
20.307	4	25	70	0	2.036	1
30.357	4	22	27	1	3.933	0
39.407	4	74	121	0	1.139	1
50.44	4	55	163	0	0.619	1
64.489	4	75	60	1	3.182	0
79.555	4	78	129	0	0.829	1
85.605	4	28	163	0	0.623	1
102.638	4	35	171	0	0.662	1
110.688	4	42	145	0	0.602	1
121.737	4	77	24	1	2.352	0
126.804	4	80	39	1	2.541	0
131.854	4	66	58	0	1.347	1
144.903	4	23	110	0	1.024	1
161.936	4	31	76	0	2.566	1
169.986	4	39	104	0	0.834	1
178.036	4	71	88	0	0.846	1
191.085	4	50	59	0	1.107	1
201.118	4	49	172	0	0.703	1
207.152	4	23	77	0	0.707	1
218.201	4	29	75	0	0.995	1
226.251	4	24	87	0	1.047	1
235.3	4	36	114	0	0.694	1
241.334	4	65	137	0	0.846	1
251.383	4	45	26	1	1.868	0
260.433	4	65	159	0	0.848	1
267.483	4	56	172	0	1.203	1
278.532	4	75	41	1	3.213	0
288.566	4	33	103	0	0.633	1
298.615	4	33	78	0	1.403	1
309.665	4	66	145	0	0.672	1
