onset	duration	amount	Probability	choseAccept	RT	choseRight
14.866	4	83	0.52	1	1.236	0
19.916	4	47	0.72	1	1.252	0
34.965	4	57	0.58	1	1.695	0
51.015	4	83	0.32	0	0.657	1
61.048	4	83	0.54	1	0.895	0
70.081	4	63	0.57	0	1.921	1
78.114	4	25	0.91	0	1.084	1
86.163	4	82	0.29	0	0.723	1
99.196	4	57	0.3	0	0.694	1
116.229	4	70	0.39	0	0.692	1
126.262	4	55	0.44	0	0.672	1
134.295	4	23	0.83	0	1.233	1
142.345	4	43	0.69	0	1.289	1
154.395	4	74	0.39	0	0.951	1
163.444	4	24	0.96	0	0.924	1
172.477	4	49	0.43	0	0.656	1
181.51	4	21	0.96	0	0.712	1
191.56	4	65	0.55	0	1.221	1
201.593	4	76	0.26	0	0.9	1
212.643	4	54	0.52	0	0.685	1
222.676	4	28	0.89	1	1.086	0
229.709	4	53	0.54	0	0.684	1
239.775	4	31	0.61	0	1.272	1
244.825	4	40	0.66	0	0.545	1
249.892	4	49	0.56	0	0.528	1
264.941	4	78	0.26	0	1.045	1
272.974	4	82	0.47	1	1.383	0
283.024	4	72	0.5	1	1.201	0
299.073	4	36	0.59	0	0.957	1
309.123	4	62	0.3	0	1.004	1
