onset	duration	amount	Delay	choseAccept	RT	choseRight
15.572	4	29	58	0	0.657	0
22.605	4	27	142	0	0.646	0
33.655	4	58	73	1	0.847	1
41.688	4	40	159	0	0.832	0
50.737	4	27	91	0	1.017	0
57.787	4	55	163	0	0.886	0
69.853	4	35	171	0	0.745	0
77.886	4	36	114	0	0.863	0
96.936	4	66	71	1	0.7	1
102.002	4	33	78	0	0.763	0
111.052	4	25	141	0	0.646	0
122.102	4	85	129	0	1.267	0
133.168	4	45	107	0	0.939	0
142.201	4	79	92	1	0.904	1
149.234	4	63	37	1	0.851	1
158.284	4	32	57	0	0.578	0
165.35	4	58	55	1	0.897	1
178.383	4	41	27	1	0.851	1
195.449	4	24	89	0	0.776	0
203.482	4	24	38	0	1.3	0
209.532	4	56	172	0	0.85	0
232.598	4	44	143	0	0.856	0
240.648	4	54	22	1	0.684	1
248.698	4	71	88	1	0.921	1
257.731	4	73	44	1	0.768	1
275.797	4	77	161	0	0.931	0
280.863	4	33	163	0	0.662	0
288.913	4	60	124	0	0.757	0
297.946	4	67	74	1	0.759	1
308.979	4	64	89	1	1.271	1
