onset	duration	amount	Probability	choseAccept	RT	choseRight
14.973	4	79	0.33	0	1.155	1
23.006	4	40	0.66	0	1.083	1
38.055	4	71	0.36	0	0.867	1
44.105	4	46	0.21	0	0.816	1
54.155	4	70	0.39	0	0.841	1
63.188	4	46	0.77	1	0.707	0
73.221	4	39	0.49	0	1.682	1
78.287	4	33	0.91	1	0.855	0
83.337	4	82	0.47	1	1.626	0
88.387	4	70	0.61	1	0.843	0
103.437	4	72	0.34	0	1.057	1
110.47	4	42	0.58	0	1.733	1
120.519	4	83	0.54	1	1.527	0
127.552	4	82	0.48	1	0.991	0
135.586	4	77	0.39	1	1.39	0
141.619	4	61	0.67	1	1.066	0
151.668	4	60	0.51	0	1.269	1
163.701	4	57	0.58	0	0.878	1
171.751	4	83	0.32	0	1.227	1
193.784	4	45	0.37	0	0.798	1
201.834	4	58	0.45	0	0.918	1
211.867	4	28	0.89	1	1.234	0
218.916	4	72	0.5	1	1.363	0
235.966	4	35	0.7	1	2.079	0
245.999	4	40	0.71	1	1.043	0
259.032	4	56	0.49	0	1.716	1
270.081	4	46	0.33	0	0.775	1
281.114	4	24	0.96	1	1.059	0
294.164	4	58	0.42	0	0.883	1
309.23	4	75	0.48	1	1.493	0
