onset	duration	amount	Delay	choseAccept	RT	choseRight
18.315	4	23	77	0	1.956	0
28.348	4	24	87	1	0.763	1
38.381	4	30	23	1	0.874	1
49.414	4	80	39	1	0.665	1
57.447	4	61	141	0	1.24	0
67.48	4	44	92	1	1.662	1
76.513	4	67	23	1	0.733	1
83.546	4	25	108	1	0.948	1
92.58	4	25	74	1	0.794	1
99.613	4	56	172	0	0.969	0
110.662	4	63	37	1	0.6	1
120.695	4	43	38	1	0.654	1
132.745	4	70	108	1	1.556	1
143.778	4	77	161	1	1.491	1
153.811	4	43	19	1	1.018	1
161.861	4	58	72	1	0.887	1
173.91	4	73	44	1	0.678	1
194.943	4	65	156	0	1.413	0
208.992	4	28	163	0	0.843	0
217.025	4	27	130	0	1.034	0
224.075	4	80	145	0	1.312	0
235.108	4	33	78	1	0.815	1
244.141	4	58	36	1	0.75	1
255.174	4	74	52	1	0.644	1
263.207	4	42	145	0	1.379	0
275.24	4	55	163	0	1.498	0
284.29	4	24	38	1	0.76	1
289.34	4	32	57	1	0.838	1
295.373	4	28	132	0	1.269	0
309.422	4	25	141	0	0.971	0
