onset	duration	amount	Delay	choseAccept	RT	choseRight
16.029	4	29	58	0	1.311	0
23.062	4	27	142	0	0.814	0
34.111	4	58	73	1	0.953	1
42.161	4	40	159	1	0.942	1
51.194	4	27	91	0	1.215	0
58.244	4	55	163	0	0.988	0
70.294	4	35	171	1	1.815	1
78.343	4	36	114	0	0.855	0
97.393	4	66	71	1	1.265	1
102.459	4	33	78	0	1.279	0
111.509	4	25	141	0	2.035	0
122.558	4	85	129	1	2.498	1
133.591	4	45	107	1	1.503	1
142.658	4	79	92	0	2.671	0
149.707	4	63	37	1	1.268	1
158.757	4	32	57	0	1.494	0
165.79	4	58	55	1	1.092	1
178.823	4	41	27	1	1.586	1
195.889	4	24	89	0	0.914	0
203.939	4	24	38	0	0.942	0
209.972	4	56	172	0	0.715	0
233.038	4	44	143	0	1.079	0
241.088	4	54	22	1	1.783	1
249.137	4	71	88	0	1.528	0
258.187	4	73	44	1	0.826	1
276.236	4	77	161	0	1.106	0
281.286	4	33	163	0	0.904	0
289.319	4	60	124	0	1.633	0
298.369	4	67	74	1	1.099	1
309.419	4	64	89	1	1.435	1
