onset	duration	amount	Probability	choseAccept	RT	choseRight
15.732	4	76	0.43	0	1.875	1
24.764	4	35	0.73	0	1.599	1
32.814	4	45	0.37	0	1.639	1
42.864	4	56	0.49	1	2.136	0
56.896	4	35	0.7	0	1.681	1
64.946	4	21	0.97	0	1.565	1
74.996	4	66	0.25	0	1.785	1
81.029	4	40	0.39	0	2.362	1
87.095	4	64	0.34	0	1.454	1
101.128	4	41	0.63	1	2.69	0
110.161	4	47	0.72	1	1.862	0
122.194	4	62	0.3	0	1.592	1
132.226	4	56	0.68	1	2.968	0
140.276	4	82	0.29	0	1.494	1
147.309	4	35	0.78	0	1.742	1
154.342	4	83	0.3	0	1.648	1
163.392	4	49	0.56	0	2.814	1
170.458	4	52	0.41	0	2.886	1
182.508	4	73	0.74	1	2.078	0
193.54	4	25	0.89	1	2.719	0
205.573	4	25	0.91	1	2.581	0
210.623	4	58	0.83	1	3.067	0
219.673	4	78	0.42	1	2.638	0
232.705	4	42	0.58	1	2.473	0
247.738	4	77	0.39	0	2.149	1
266.787	4	83	0.54	1	2.326	0
275.82	4	58	0.42	1	2.794	0
286.87	4	57	0.58	0	2.343	1
297.902	4	63	0.57	1	2.3	0
308.969	4	21	0.93	0	1.923	1
