onset	duration	amount	Probability	choseAccept	RT	choseRight
19.72	4	78	0.42	1	1.655	0
29.753	4	83	0.3	0	1.19	1
38.786	4	50	0.57	0	2.62	1
49.818	4	74	0.39	0	1.684	1
63.868	4	56	0.68	1	1.954	0
78.9	4	75	0.24	0	1.065	1
84.95	4	46	0.77	1	2.023	0
101.983	4	64	0.34	0	1.077	1
110.016	4	33	0.8	0	2.884	1
121.065	4	73	0.74	1	1.347	0
126.115	4	53	0.48	0	1.097	1
131.181	4	83	0.28	0	1.558	1
144.231	4	41	0.6	0	1.188	1
161.263	4	35	0.7	0	1.843	1
169.296	4	52	0.47	0	1.114	1
177.346	4	58	0.83	1	1.248	0
190.379	4	60	0.51	0	1.206	1
200.412	4	64	0.33	0	0.957	1
206.445	4	24	0.91	0	2.052	1
217.494	4	25	0.91	0	1.555	1
225.527	4	82	0.23	0	1.377	1
234.56	4	33	0.62	0	1.648	1
240.61	4	22	0.89	0	1.382	1
250.659	4	72	0.33	0	1.597	1
259.709	4	81	0.1	0	1.314	1
266.758	4	63	0.27	0	0.937	1
277.791	4	46	0.48	0	1.2	1
287.841	4	61	0.67	1	1.973	0
297.874	4	62	0.3	0	1.42	1
308.907	4	29	0.83	0	1.771	1
