onset	duration	amount	Delay	choseAccept	RT	choseRight
15.274	4	58	53	1	1.684	1
23.324	4	71	88	1	1.291	1
38.356	4	42	145	0	0.812	0
44.406	4	77	142	0	0.765	0
54.455	4	29	58	1	1.093	1
63.488	4	54	22	1	1.212	1
73.538	4	85	129	0	0.692	0
78.587	4	27	91	0	1.316	0
83.654	4	58	55	1	0.982	1
88.72	4	58	36	1	1.475	1
103.753	4	40	159	0	0.691	0
110.786	4	60	124	0	0.565	0
120.852	4	61	141	0	0.574	0
127.885	4	23	176	0	0.866	0
135.951	4	35	171	0	0.635	0
142.001	4	58	72	1	1.566	1
152.05	4	23	61	0	1.49	0
164.099	4	67	23	1	1.372	1
172.132	4	66	145	0	0.839	0
194.181	4	75	41	1	0.988	1
202.231	4	78	129	0	0.655	0
212.263	4	48	128	0	0.975	0
219.296	4	80	39	1	1.029	1
236.345	4	52	139	0	0.882	0
246.395	4	70	108	0	0.72	0
259.461	4	25	141	0	0.904	0
270.494	4	39	95	0	1.348	0
281.559	4	23	134	0	0.625	0
294.592	4	24	89	0	1.782	0
309.658	4	25	70	0	1.46	0
