onset	duration	amount	Probability	choseAccept	RT	choseRight
18.893	4	28	0.63	1	1.759	0
23.943	4	40	0.71	1	0.944	0
33.993	4	70	0.39	0	1.102	1
43.042	4	40	0.39	0	1.056	1
50.075	4	41	0.6	1	1.026	0
68.124	4	85	0.59	1	1.677	0
79.157	4	82	0.25	0	1.029	1
89.206	4	83	0.52	1	1.097	0
104.255	4	23	0.96	1	1.426	0
113.288	4	56	0.49	1	1.643	0
126.337	4	84	0.25	0	0.976	1
136.37	4	72	0.34	0	0.963	1
153.436	4	60	0.51	1	1.405	0
158.486	4	55	0.44	0	2.1	1
172.552	4	22	0.89	1	2.113	0
180.584	4	36	0.59	1	2.093	0
186.617	4	82	0.29	0	1.172	1
195.65	4	82	0.23	0	0.88	1
204.7	4	79	0.33	0	0.956	1
212.733	4	53	0.54	1	2.148	0
220.765	4	70	0.34	0	0.787	1
229.798	4	77	0.43	1	2.333	0
238.848	4	58	0.62	1	1.295	0
245.881	4	71	0.19	0	0.77	1
251.914	4	82	0.09	0	0.782	1
263.963	4	75	0.48	1	2.466	0
274.013	4	21	0.97	0	1.219	1
286.045	4	44	0.44	1	2.349	0
299.094	4	75	0.24	0	0.825	1
309.127	4	78	0.42	1	1.641	0
