onset	duration	amount	Delay	choseAccept	RT	choseRight
17.671	4	54	126	1	1.909	1
22.721	4	23	110	0	1.547	0
32.77	4	58	53	1	1.613	1
41.82	4	56	93	1	1.387	1
48.87	4	24	139	0	1.365	0
66.936	4	63	37	1	2.122	1
77.969	4	33	163	1	2.371	1
88.002	4	74	121	1	1.462	1
103.035	4	45	157	1	1.075	1
112.068	4	27	130	0	2.196	0
125.117	4	44	143	1	1.589	1
135.15	4	23	42	1	2.78	1
152.183	4	66	71	1	1.776	1
157.233	4	52	139	1	1.349	1
171.283	4	24	38	0	1.949	0
179.332	4	28	132	0	2.737	0
185.366	4	75	41	1	2.116	1
194.415	4	43	120	1	1.654	1
203.448	4	45	26	1	1.471	1
211.481	4	80	145	1	1.344	1
219.514	4	24	125	0	1.429	0
228.564	4	78	108	1	1.13	1
237.597	4	72	95	1	0.874	1
244.63	4	77	161	1	1.093	1
250.663	4	70	108	1	1.566	1
262.713	4	82	74	1	1.307	1
272.746	4	54	23	1	0.378	1
284.779	4	65	156	1	1.479	1
297.812	4	28	59	1	1.965	1
307.862	4	32	57	1	2.03	1
