onset	duration	amount	Probability	choseAccept	RT	choseRight
16.977	4	44	0.44	1	1.795	1
23.01	4	50	0.48	1	1.31	1
39.06	4	50	0.39	1	1.871	1
46.093	4	58	0.62	1	0.902	1
58.126	4	46	0.33	0	1.748	0
72.175	4	70	0.61	1	1.14	1
80.209	4	49	0.43	0	2.07	0
87.242	4	29	0.83	1	1.546	1
95.275	4	39	0.49	0	2.419	0
108.324	4	78	0.26	1	1.696	1
118.357	4	40	0.79	1	1.807	1
138.407	4	61	0.5	1	1.256	1
148.44	4	31	0.61	1	1.991	1
157.473	4	77	0.38	0	2.181	0
170.522	4	28	0.89	1	1.198	1
185.555	4	49	0.44	1	2.629	1
196.588	4	72	0.33	0	1.857	0
205.621	4	24	0.91	1	1.223	1
213.654	4	82	0.48	1	1.931	1
219.687	4	79	0.45	1	1.291	1
231.72	4	54	0.52	1	1.564	1
238.753	4	28	0.63	1	2.289	1
245.787	4	22	0.89	0	1.713	0
255.853	4	68	0.64	1	1.553	1
263.886	4	61	0.67	1	1.126	1
272.919	4	72	0.34	1	2.6	1
280.969	4	36	0.59	1	2.258	1
286.019	4	41	0.6	1	1.184	1
297.068	4	32	0.57	1	2.124	1
308.101	4	46	0.48	1	2.368	1
