onset	duration	amount	Delay	choseAccept	RT	choseRight
15.962	4	29	58	0	1.433	1
23.011	4	27	142	0	1.598	1
34.078	4	58	73	1	1.861	0
42.111	4	40	159	0	1.526	1
51.16	4	27	91	0	1.101	1
58.21	4	55	163	0	1.842	1
70.243	4	35	171	0	1.348	1
78.292	4	36	114	0	1.575	1
97.325	4	66	71	1	1.571	0
102.375	4	33	78	0	0.809	1
111.408	4	25	141	0	0.937	1
124.457	4	85	129	1	1.602	0
135.507	4	45	107	0	1.464	1
144.556	4	79	92	1	1.572	0
151.589	4	63	37	1	1.061	0
160.622	4	32	57	0	1.211	1
167.655	4	58	55	1	1.62	0
180.705	4	41	27	1	1.399	0
197.77	4	24	89	0	1.085	1
205.82	4	24	38	0	1.334	1
211.87	4	56	172	0	1.191	1
234.902	4	44	143	0	1.089	1
242.935	4	54	22	1	1.434	0
250.985	4	71	88	1	1.532	0
260.034	4	73	44	1	0.956	0
278.084	4	77	161	0	1.116	1
283.15	4	33	163	0	0.853	1
291.2	4	60	124	1	1.339	0
300.233	4	67	74	0	1.666	1
311.282	4	64	89	0	1.176	1
