onset	duration	amount	Delay	choseAccept	RT	choseRight
16.314	4	23	176	0	1.548	1
23.364	4	32	111	0	1.307	1
34.396	4	50	129	0	1.534	1
42.446	4	35	171	0	1.004	1
51.48	4	83	105	1	1.147	0
58.512	4	24	87	1	2.459	0
70.545	4	36	114	0	0.796	1
78.594	4	28	123	0	0.914	1
97.644	4	44	92	1	1.599	0
102.693	4	29	75	1	1.886	0
111.743	4	41	55	1	1.212	0
122.776	4	74	52	1	1.243	0
133.809	4	34	43	1	1.196	0
142.842	4	41	27	1	1.206	0
149.875	4	67	41	1	1.134	0
158.924	4	34	176	0	1.316	1
165.974	4	58	36	1	1.092	0
179.007	4	66	58	1	1.608	0
196.039	4	25	108	0	1.112	1
204.072	4	27	91	0	1.894	1
210.105	4	71	76	1	1.531	0
233.154	4	43	38	1	1.326	0
241.187	4	60	124	0	2.079	1
249.22	4	57	89	1	1.641	0
258.253	4	25	141	0	1.961	1
276.286	4	27	142	0	1.088	1
281.336	4	36	140	0	1.376	1
289.368	4	67	103	0	1.85	1
298.418	4	39	161	0	1.215	1
309.468	4	71	176	0	1.577	1
