onset	duration	amount	Probability	choseAccept	RT	choseRight
16.083	4	33	0.62	0	1.787	0
25.116	4	70	0.34	0	0.937	0
33.149	4	68	0.64	0	2.4	0
43.199	4	56	0.49	0	1.549	0
57.249	4	33	0.91	0	3.287	0
65.282	4	49	0.56	0	0.819	0
75.331	4	83	0.52	n/a	n/a	n/a
81.381	4	54	0.52	0	1.509	0
87.414	4	35	0.7	0	1.491	0
101.447	4	23	0.96	0	1.422	0
110.48	4	85	0.59	1	1.965	1
122.513	4	31	0.61	0	1.545	0
132.546	4	57	0.58	0	2.997	0
140.596	4	64	0.34	0	2.885	0
147.645	4	84	0.25	0	1.897	0
154.695	4	35	0.73	0	1.766	0
163.745	4	36	0.59	0	1.936	0
170.778	4	21	0.93	0	1.322	0
182.811	4	50	0.39	0	1.69	0
193.844	4	57	0.3	0	2.537	0
205.877	4	21	0.97	0	1.017	0
210.943	4	50	0.48	0	2.916	0
219.993	4	83	0.28	0	2.324	0
233.026	4	25	0.91	0	1.022	0
248.075	4	78	0.26	0	1.497	0
267.124	4	30	0.7	0	3.338	0
276.157	4	83	0.3	0	0.984	0
287.207	4	73	0.74	1	1.246	1
298.24	4	47	0.72	0	3.817	0
309.29	4	24	0.91	0	0.814	0
