onset	duration	amount	Delay	choseAccept	RT	choseRight
17.049	4	67	74	0	2.55	0
27.098	4	41	55	1	2.173	1
36.131	4	45	26	1	1.244	1
47.164	4	69	172	0	1.762	0
61.213	4	50	129	0	1.945	0
76.246	4	48	128	0	1.767	0
82.296	4	55	163	0	1.909	0
99.328	4	24	139	0	1.492	0
107.361	4	23	110	0	1.347	0
118.411	4	29	44	0	1.937	0
123.477	4	43	19	1	1.671	1
128.543	4	80	39	1	1.245	1
141.576	4	81	58	1	1.995	1
158.625	4	67	23	1	1.402	1
166.675	4	23	77	0	1.311	0
174.708	4	28	123	0	1.462	0
187.741	4	58	72	0	2.221	0
197.79	4	25	74	0	1.339	0
203.823	4	71	176	0	1.138	0
214.857	4	82	74	1	2.12	1
222.906	4	66	58	1	2.43	1
231.939	4	77	161	0	1.277	0
237.972	4	43	120	0	1.292	0
248.005	4	27	91	0	1.643	0
257.038	4	28	59	0	1.737	0
264.087	4	31	74	0	1.664	0
275.137	4	31	76	0	1.198	0
285.186	4	57	89	0	1.924	0
295.219	4	58	55	1	1.619	1
306.269	4	36	140	0	1.377	0
