onset	duration	amount	Probability	choseAccept	RT	choseRight
19.218	4	28	0.63	1	1.812	0
24.268	4	40	0.71	1	1.458	0
34.301	4	70	0.39	0	0.83	1
43.351	4	40	0.39	0	1.16	1
50.384	4	41	0.6	1	1.312	0
68.417	4	85	0.59	1	1.307	0
79.45	4	82	0.25	0	1.024	1
89.483	4	83	0.52	1	1.321	0
104.532	4	23	0.96	1	1.383	0
113.582	4	56	0.49	0	1.633	1
126.648	4	84	0.25	0	0.964	1
136.698	4	72	0.34	0	1.22	1
153.731	4	60	0.51	1	2.089	0
158.781	4	55	0.44	0	1.432	1
172.83	4	22	0.89	1	1.836	0
180.864	4	36	0.59	1	1.379	0
186.896	4	82	0.29	0	2.121	1
195.93	4	82	0.23	0	1.1	1
204.979	4	79	0.33	0	1.163	1
213.029	4	53	0.54	0	1.577	1
221.062	4	70	0.34	0	1.608	1
230.095	4	77	0.43	1	1.691	0
239.128	4	58	0.62	1	1.743	0
246.161	4	71	0.19	0	0.893	1
252.194	4	82	0.09	0	0.707	1
264.244	4	75	0.48	1	1.277	0
274.277	4	21	0.97	1	1.55	0
286.327	4	44	0.44	1	1.329	0
299.376	4	75	0.24	0	0.991	1
309.409	4	78	0.42	0	0.976	1
