onset	duration	amount	Delay	choseAccept	RT	choseRight
18.172	4	81	58	1	2.656	1
24.205	4	54	22	1	1.257	1
40.238	4	65	159	0	1.343	0
47.271	4	24	89	0	1.77	0
59.321	4	28	163	0	1.104	0
73.371	4	79	92	0	3.312	0
81.404	4	65	137	0	1.249	0
88.454	4	41	55	1	3.083	1
96.487	4	58	36	1	1.415	1
109.52	4	45	107	n/a	n/a	n/a
119.57	4	58	73	n/a	n/a	n/a
139.62	4	74	121	0	1.874	0
149.653	4	27	142	0	1.051	0
158.703	4	56	93	0	1.824	0
171.736	4	66	145	0	0.943	0
186.769	4	30	23	0	2.071	0
197.803	4	66	58	1	3.704	1
206.836	4	34	176	0	1.008	0
214.868	4	33	78	0	1.139	0
220.902	4	23	61	0	1.949	0
232.951	4	33	103	0	2.336	0
240.001	4	25	70	0	1.268	0
247.051	4	25	74	0	1.712	0
257.084	4	62	180	0	0.748	0
265.134	4	31	76	0	1.068	0
274.184	4	67	41	1	2.566	1
282.217	4	77	142	0	0.858	0
287.267	4	77	24	1	1.42	1
298.317	4	45	157	0	1.514	0
309.367	4	58	55	1	3.807	1
