onset	duration	amount	Delay	choseAccept	RT	choseRight
16.16	4	45	26	1	2.373	0
23.193	4	49	172	0	1.552	1
34.243	4	28	59	0	2.267	1
42.293	4	78	108	0	1.399	1
51.343	4	30	36	0	1.678	1
58.376	4	80	145	0	2.015	1
70.426	4	27	130	0	1.869	1
78.476	4	67	74	0	2.657	1
97.509	4	54	126	0	1.672	1
102.559	4	71	176	0	1.35	1
111.609	4	56	172	0	1.178	1
122.642	4	71	76	0	1.485	1
133.692	4	64	89	0	2.129	1
142.742	4	63	37	n/a	n/a	n/a
149.791	4	29	75	0	1.339	1
158.825	4	25	176	0	0.925	1
165.858	4	24	87	0	1.284	1
178.908	4	67	103	0	1.745	1
195.941	4	50	41	1	1.416	0
203.991	4	36	114	0	1.044	1
210.024	4	29	58	0	1.699	1
233.073	4	43	120	0	1.409	1
241.107	4	24	125	0	1.474	1
249.14	4	82	74	n/a	n/a	n/a
258.19	4	23	110	0	0.931	1
276.239	4	39	104	0	1.427	1
281.289	4	58	72	1	3.109	0
289.323	4	50	59	1	2.623	0
298.356	4	41	27	1	1.491	0
309.389	4	32	74	0	1.32	1
