onset	duration	amount	Delay	choseAccept	RT	choseRight
15.942	4	73	44	0	2.867	1
22.992	4	41	174	0	0.718	1
34.042	4	75	60	0	1.273	1
42.075	4	69	172	0	1.131	1
51.125	4	39	95	0	1.37	1
58.158	4	45	157	0	1.026	1
70.207	4	54	23	1	1.899	0
78.24	4	45	107	0	1.178	1
97.273	4	29	44	1	2.172	0
102.323	4	32	111	0	1.467	1
111.373	4	50	129	0	1.335	1
122.422	4	33	78	0	1.084	1
133.472	4	24	38	1	1.276	0
142.505	4	74	121	0	0.824	1
149.538	4	66	58	1	2.102	0
158.588	4	48	128	0	0.939	1
165.621	4	58	72	0	1.86	1
178.654	4	63	37	1	2.586	0
195.703	4	30	36	1	1.603	0
203.77	4	23	134	0	1.588	1
209.803	4	28	132	n/a	n/a	n/a
232.869	4	80	39	1	1.952	0
240.919	4	23	42	n/a	n/a	n/a
248.968	4	23	61	0	1.986	1
258.018	4	25	108	0	0.752	1
276.067	4	58	53	0	1.756	1
281.117	4	29	58	0	1.474	1
289.15	4	80	145	0	1.44	1
298.183	4	41	55	n/a	n/a	n/a
309.25	4	32	57	0	1.494	1
