onset	duration	amount	Delay	choseAccept	RT	choseRight
19.076	4	56	172	1	1.69	0
29.098	4	36	114	1	2.084	0
38.132	4	41	129	1	2.22	0
49.166	4	44	143	1	1.441	0
63.199	4	22	27	0	2.335	1
78.233	4	72	95	1	1.518	0
84.267	4	49	172	1	1.437	0
101.312	4	41	174	1	1.68	0
109.335	4	43	120	1	1.774	0
120.369	4	28	59	1	1.391	0
125.415	4	83	105	1	1.363	0
130.45	4	30	23	1	1.633	0
143.483	4	75	60	1	1.955	0
160.528	4	67	74	1	1.447	0
168.574	4	45	157	1	1.814	0
176.608	4	71	76	1	1.672	0
189.654	4	28	123	0	1.747	1
199.7	4	27	142	1	2.286	0
205.734	4	28	132	0	1.702	1
216.78	4	73	44	1	1.657	0
224.826	4	50	129	1	1.339	0
233.848	4	50	59	1	1.201	0
239.883	4	25	74	0	2.059	1
249.928	4	24	87	1	1.711	0
258.951	4	29	75	1	2.249	0
265.985	4	24	125	0	1.697	1
277.019	4	23	77	1	2.09	0
287.053	4	81	58	1	2.261	0
297.099	4	45	26	1	1.781	0
308.121	4	24	139	1	1.411	0
