onset	duration	amount	Probability	choseAccept	RT	choseRight
15.081	4	56	0.44	0	1.538	0
23.114	4	83	0.32	0	0.979	0
38.163	4	70	0.34	0	0.758	0
44.196	4	64	0.33	0	0.745	0
54.245	4	58	0.45	0	0.855	0
63.278	4	79	0.49	0	0.944	0
73.311	4	74	0.39	0	0.626	0
78.361	4	71	0.36	0	0.811	0
83.427	4	53	0.54	0	0.585	0
88.494	4	76	0.44	0	0.616	0
103.56	4	57	0.51	0	0.856	0
110.593	4	46	0.77	1	1.384	1
120.642	4	49	0.71	1	1.2	1
127.709	4	70	0.39	0	1.233	0
135.758	4	72	0.4	0	0.854	0
141.808	4	33	0.8	1	1.086	1
151.858	4	75	0.24	0	1.205	0
163.907	4	40	0.71	1	1.465	1
171.957	4	82	0.23	0	0.86	0
194.005	4	82	0.25	0	0.828	0
202.038	4	42	0.6	0	1.677	0
212.071	4	60	0.51	0	1.261	0
219.104	4	76	0.26	0	0.695	0
236.17	4	75	0.48	0	1.238	0
246.22	4	33	0.91	1	1.233	1
259.269	4	83	0.52	0	1.101	0
270.318	4	82	0.31	0	0.993	0
281.351	4	43	0.69	0	2.557	0
294.384	4	40	0.66	0	1.318	0
309.45	4	71	0.19	0	0.931	0
