onset	duration	amount	Probability	choseAccept	RT	choseRight
20.246	4	65	0.55	1	1.199	1
30.295	4	83	0.3	0	1.357	0
39.328	4	40	0.71	1	1.178	1
50.361	4	22	0.98	1	1.068	1
64.411	4	77	0.43	1	1.151	1
79.46	4	49	0.51	1	1.263	1
85.493	4	82	0.47	0	1.518	0
102.543	4	60	0.51	1	1.017	1
110.592	4	50	0.48	1	0.929	1
121.625	4	28	0.89	1	0.998	1
126.675	4	47	0.72	1	1.003	1
131.725	4	49	0.56	1	1.105	1
144.758	4	39	0.49	1	1.295	1
161.79	4	76	0.44	1	0.876	1
169.823	4	28	0.63	1	0.924	1
177.857	4	24	0.96	1	0.809	1
190.889	4	58	0.83	1	1.088	1
200.922	4	70	0.39	0	1.043	0
206.955	4	53	0.48	1	1.095	1
217.988	4	77	0.38	0	1.065	0
226.038	4	82	0.48	1	0.769	1
235.088	4	56	0.68	1	0.934	1
241.138	4	46	0.33	0	1.085	0
251.187	4	62	0.18	0	1.045	0
260.22	4	35	0.7	1	0.7	1
267.27	4	40	0.39	0	0.93	0
278.32	4	56	0.49	1	1.052	1
288.369	4	39	0.3	0	0.832	0
298.419	4	49	0.43	1	1.235	1
309.468	4	36	0.59	1	1.288	1
