onset	duration	amount	Probability	choseAccept	RT	choseRight
15.812	4	33	0.62	1	1.488	1
24.845	4	70	0.34	0	0.77	0
32.894	4	68	0.64	1	1.096	1
42.927	4	56	0.49	1	1.943	1
56.976	4	33	0.91	1	0.983	1
65.026	4	49	0.56	1	1.69	1
75.059	4	83	0.52	1	0.961	1
81.092	4	54	0.52	1	2.034	1
87.141	4	35	0.7	1	1.306	1
101.191	4	23	0.96	1	0.783	1
110.24	4	85	0.59	1	1.381	1
122.273	4	31	0.61	0	1.789	0
132.306	4	57	0.58	0	1.646	0
140.355	4	64	0.34	0	0.808	0
147.405	4	84	0.25	0	1.021	0
154.438	4	35	0.73	1	1.433	1
163.487	4	36	0.59	0	1.543	0
170.52	4	21	0.93	0	1.807	0
182.57	4	50	0.39	0	1.38	0
193.619	4	57	0.3	0	1.156	0
205.652	4	21	0.97	0	1.628	0
210.702	4	50	0.48	0	1.551	0
219.751	4	83	0.28	0	0.754	0
232.784	4	25	0.91	1	1.907	1
247.833	4	78	0.26	0	0.741	0
266.882	4	30	0.7	0	1.82	0
275.915	4	83	0.3	0	0.866	0
286.981	4	73	0.74	1	1.063	1
298.014	4	47	0.72	1	1.62	1
309.063	4	24	0.91	1	1.126	1
