onset	duration	amount	Probability	choseAccept	RT	choseRight
13.887	4	24	0.96	1	1.513	1
21.92	4	70	0.61	1	1.217	1
36.969	4	82	0.48	0	0.967	0
43.019	4	83	0.3	0	0.94	0
53.052	4	46	0.33	0	0.87	0
62.085	4	40	0.79	1	1.16	1
72.118	4	24	0.91	1	2.518	1
77.185	4	75	0.24	0	1.499	0
82.251	4	72	0.33	0	0.769	0
87.318	4	21	0.93	1	1.247	1
102.35	4	72	0.4	0	1.111	0
109.384	4	53	0.48	0	2.103	0
119.417	4	33	0.62	0	1.676	0
126.45	4	35	0.78	1	1.273	1
134.483	4	23	0.96	0	1.745	0
140.516	4	56	0.44	0	1.198	0
150.566	4	85	0.59	0	1.439	0
162.598	4	70	0.39	0	0.891	0
170.632	4	28	0.63	1	2.626	1
192.664	4	40	0.66	1	3.131	1
200.697	4	58	0.46	0	1.371	0
210.73	4	71	0.19	0	0.962	0
217.763	4	35	0.7	0	1.018	0
234.813	4	60	0.51	1	1.963	1
244.846	4	76	0.26	0	0.991	0
257.879	4	22	0.98	1	2.457	1
268.912	4	41	0.6	1	2.271	1
279.945	4	21	0.97	1	1.216	1
292.978	4	50	0.57	1	1.488	1
308.01	4	45	0.37	0	0.857	0
