onset	duration	amount	Delay	choseAccept	RT	choseRight
15.254	4	48	128	0	1.071	0
23.287	4	65	137	0	1.201	0
38.336	4	67	74	0	1.467	0
44.386	4	77	161	0	0.692	0
54.419	4	41	174	0	0.727	0
63.468	4	42	145	0	0.709	0
73.501	4	54	23	1	1.366	1
78.567	4	54	126	0	0.796	0
83.634	4	66	58	0	2.112	0
88.7	4	69	172	0	0.779	0
103.766	4	60	124	0	0.839	0
110.799	4	32	57	0	1.164	0
120.849	4	80	145	0	0.641	0
127.882	4	30	36	0	1.857	0
135.915	4	64	89	0	1.233	0
141.964	4	33	103	0	0.756	0
152.014	4	25	141	0	0.711	0
164.047	4	28	132	0	0.689	0
172.08	4	43	120	0	0.671	0
194.129	4	45	72	0	1.207	0
202.162	4	33	78	0	0.965	0
212.211	4	78	129	0	0.845	0
219.244	4	27	91	0	1.074	0
236.293	4	73	44	0	0.958	0
246.343	4	58	73	0	1.359	0
259.376	4	24	139	0	0.817	0
270.425	4	76	161	0	0.838	0
281.474	4	31	76	0	1.156	0
294.524	4	25	176	0	0.624	0
309.573	4	79	92	0	1.072	0
