onset	duration	amount	Probability	choseAccept	RT	choseRight
16.018	4	79	0.49	1	1.065	0
23.051	4	23	0.96	0	1.135	1
34.102	4	39	0.3	0	1.934	1
42.15	4	25	0.89	0	1.254	1
51.183	4	40	0.79	1	2.221	0
58.216	4	46	0.48	1	1.513	0
70.249	4	58	0.62	1	1.72	0
78.298	4	62	0.18	1	1.501	0
97.347	4	57	0.58	0	3.067	1
102.414	4	56	0.49	1	1.744	0
111.447	4	40	0.66	0	1.338	1
122.479	4	81	0.1	1	1.438	0
133.512	4	44	0.44	0	1.183	1
142.578	4	79	0.33	1	1.125	0
149.611	4	76	0.26	1	0.971	0
158.644	4	31	0.79	0	1.656	1
165.677	4	49	0.43	0	1.634	1
178.743	4	50	0.48	1	1.379	0
195.792	4	63	0.27	1	1.353	0
203.825	4	41	0.6	1	1.846	0
209.875	4	79	0.45	1	1.888	0
232.923	4	30	0.7	1	2.081	0
240.956	4	22	0.96	0	1.279	1
249.006	4	70	0.61	1	1.29	0
258.055	4	28	0.63	0	1.799	1
276.121	4	21	0.93	0	1.451	1
281.188	4	24	0.91	0	1.973	1
289.221	4	52	0.41	1	1.697	0
298.253	4	75	0.48	1	0.942	0
309.286	4	82	0.47	1	1.074	0
