onset	duration	amount	Delay	choseAccept	RT	choseRight
16.683	4	44	143	0	2.179	1
26.732	4	85	129	0	1.415	1
36.782	4	39	104	0	1.591	1
47.815	4	65	156	0	1.516	1
55.864	4	42	145	0	3.097	1
65.914	4	36	114	0	2.493	1
74.946	4	54	23	1	1.699	0
81.979	4	65	137	0	2.778	1
91.029	4	24	139	0	1.118	1
98.079	4	34	176	0	1.182	1
109.128	4	78	129	0	1.331	1
119.194	4	70	108	0	2.663	1
131.243	4	56	172	0	1.197	1
142.31	4	49	172	0	1.357	1
152.359	4	23	134	0	1.329	1
160.425	4	80	39	1	1.351	0
172.475	4	28	59	0	2.294	1
193.524	4	24	87	0	2.241	1
207.556	4	23	77	0	3.501	1
215.606	4	50	129	0	1.129	1
222.655	4	33	78	0	2.957	1
233.688	4	50	41	1	3.064	0
242.721	4	29	58	0	1.136	1
253.77	4	28	123	0	1.072	1
261.803	4	25	74	0	2.522	1
273.836	4	50	59	1	1.427	0
282.869	4	69	172	0	1.132	1
287.935	4	22	21	0	3.25	1
293.985	4	45	26	1	1.348	0
308.018	4	23	176	0	1.154	1
