onset	duration	amount	Probability	choseAccept	RT	choseRight
13.042	4	61	0.5	1	2.044	1
20.075	4	49	0.44	0	2.816	0
31.124	4	41	0.6	1	1.358	1
39.157	4	76	0.44	1	2.285	1
48.191	4	77	0.38	0	1.068	0
55.256	4	33	0.91	1	1.828	1
67.305	4	40	0.79	1	1.379	1
75.338	4	25	0.91	1	1.119	1
94.388	4	58	0.42	1	1.984	1
99.454	4	75	0.48	1	1.9	1
108.503	4	35	0.78	1	1.426	1
119.536	4	54	0.52	1	2.047	1
130.569	4	82	0.09	0	1.197	0
139.618	4	36	0.59	0	2.546	0
146.668	4	64	0.33	0	1.728	0
155.717	4	35	0.73	1	2.584	1
162.767	4	63	0.57	1	2.203	1
175.8	4	28	0.63	0	2.911	0
192.849	4	73	0.74	1	1.452	1
200.882	4	41	0.63	1	2.503	1
206.915	4	39	0.3	0	1.878	0
229.98	4	56	0.49	1	3.06	1
238.013	4	70	0.39	0	1.739	0
246.063	4	25	0.89	1	1.595	1
255.096	4	46	0.77	1	1.151	1
273.161	4	35	0.7	1	2.412	1
278.211	4	83	0.32	0	1.493	0
286.261	4	58	0.46	1	2.185	1
295.31	4	45	0.37	0	1.869	0
306.344	4	33	0.62	0	2.834	0
