onset	duration	amount	Probability	choseAccept	RT	choseRight
19.486	4	65	0.55	0	1.425	0
29.519	4	83	0.3	0	2.277	0
38.568	4	40	0.71	1	1.042	1
49.601	4	22	0.98	1	0.886	1
63.651	4	77	0.43	1	2.53	1
78.683	4	49	0.51	1	2.499	1
84.733	4	82	0.47	1	2.957	1
101.766	4	60	0.51	1	2.812	1
109.799	4	50	0.48	1	3.128	1
120.831	4	28	0.89	0	3.153	0
125.881	4	47	0.72	1	1.954	1
130.931	4	49	0.56	0	3.489	0
143.964	4	39	0.49	0	2.31	0
161.013	4	76	0.44	0	2.319	0
169.047	4	28	0.63	0	2.772	0
177.079	4	24	0.96	1	2.621	1
190.128	4	58	0.83	1	1.614	1
200.178	4	70	0.39	0	1.172	0
206.211	4	53	0.48	0	1.47	0
217.244	4	77	0.38	0	1.764	0
225.294	4	82	0.48	0	2.67	0
234.326	4	56	0.68	1	2.013	1
240.359	4	46	0.33	0	1.232	0
250.409	4	62	0.18	0	1.144	0
259.459	4	35	0.7	1	0.757	1
266.492	4	40	0.39	0	1.58	0
277.541	4	56	0.49	1	1.743	1
287.574	4	39	0.3	0	1.202	0
297.608	4	49	0.43	0	2.307	0
308.64	4	36	0.59	0	2.761	0
