onset	duration	amount	Delay	choseAccept	RT	choseRight
15.111	4	45	26	1	1.519	1
21.161	4	27	142	0	2.003	0
37.21	4	32	74	0	2.325	0
44.243	4	65	156	1	3.146	1
56.293	4	58	73	1	1.972	1
70.342	4	31	74	0	1.469	0
78.392	4	33	103	0	2.119	0
85.441	4	55	163	1	2.217	1
93.491	4	74	52	1	1.227	1
106.524	4	67	74	1	1.679	1
116.557	4	77	24	1	1.21	1
136.606	4	27	130	0	2.18	0
146.655	4	49	140	1	2.684	1
155.705	4	57	89	1	1.04	1
168.754	4	60	124	1	2.366	1
183.804	4	28	123	0	1.024	0
194.853	4	82	74	1	1.103	1
203.92	4	23	77	0	0.978	0
211.969	4	25	176	0	2.215	0
218.019	4	50	59	1	1.103	1
230.068	4	81	58	1	1.155	1
237.102	4	55	107	1	1.622	1
244.134	4	58	55	1	1.183	1
254.184	4	23	176	0	0.864	0
262.234	4	67	103	1	2.444	1
271.267	4	30	23	1	3.147	1
279.3	4	22	27	1	2.849	1
284.366	4	29	75	n/a	n/a	n/a
295.416	4	41	129	0	2.097	0
306.482	4	66	71	1	1.566	1
