onset	duration	amount	Delay	choseAccept	RT	choseRight
15.133	4	58	53	1	3.004	1
20.184	4	72	95	1	1.605	1
35.216	4	34	176	0	0.886	0
51.266	4	28	123	0	0.902	0
61.315	4	43	19	1	1.525	1
70.348	4	41	174	0	0.752	0
78.398	4	34	43	1	1.157	1
86.431	4	65	159	0	1.258	0
99.464	4	82	74	1	2.388	1
116.498	4	52	139	0	1.365	0
126.547	4	39	104	0	0.952	0
134.596	4	24	38	1	0.891	1
142.63	4	61	141	0	0.613	0
154.679	4	31	74	0	1.119	0
163.729	4	54	126	0	1.807	0
172.762	4	24	125	0	0.569	0
181.812	4	67	23	1	1.687	1
191.862	4	45	26	1	0.673	1
201.895	4	29	58	0	1.62	0
212.944	4	50	129	0	1.519	0
222.994	4	41	27	1	1.039	1
230.027	4	33	163	0	0.819	0
240.077	4	70	108	0	1.101	0
245.143	4	42	145	0	1.112	0
250.193	4	25	74	0	1.734	0
265.243	4	85	129	0	1.292	0
273.276	4	58	73	0	3.004	0
283.326	4	24	89	0	1.157	0
299.358	4	75	41	1	2.087	1
309.408	4	49	172	0	1.173	0
