onset	duration	amount	Delay	choseAccept	RT	choseRight
13.027	4	77	161	1	1.676	0
20.06	4	50	59	1	1.379	0
31.093	4	43	38	1	1.482	0
39.126	4	71	176	1	1.089	0
48.159	4	75	60	1	1.183	0
55.209	4	36	114	0	1.421	1
67.242	4	36	140	0	1.148	1
75.291	4	50	41	1	1.107	0
94.324	4	73	44	1	1.641	0
99.374	4	33	78	0	0.983	1
108.424	4	69	172	1	1.205	0
119.457	4	63	37	1	1.356	0
130.489	4	39	95	1	1.524	0
139.522	4	66	58	1	1.187	0
146.572	4	23	61	0	1.032	1
155.622	4	41	129	1	1.534	0
162.672	4	45	157	0	1.676	1
175.705	4	39	161	0	1.763	1
192.771	4	44	143	0	1.616	1
200.821	4	80	145	1	1.158	0
206.854	4	30	36	1	1.357	0
229.886	4	23	134	0	1.069	1
237.936	4	24	87	0	1.003	1
245.986	4	40	159	0	0.872	1
255.019	4	25	141	0	0.815	1
273.085	4	57	89	1	1.077	0
278.135	4	49	140	1	1.395	0
286.168	4	78	108	1	1.09	0
295.201	4	67	74	1	0.904	0
306.25	4	25	108	0	0.727	1
