onset	duration	amount	Delay	choseAccept	RT	choseRight
20.411	4	27	91	0	1.708	1
30.444	4	44	92	1	1.227	0
39.477	4	54	23	1	1.578	0
50.51	4	28	59	0	1.888	1
64.56	4	45	107	1	0.942	0
79.592	4	71	88	1	1.038	0
85.626	4	32	111	0	1.068	1
102.692	4	31	76	0	1.433	1
110.741	4	43	120	1	1.688	0
121.775	4	78	129	1	1.07	0
126.841	4	67	41	1	1.38	0
131.891	4	79	92	1	1.066	0
144.924	4	66	145	1	1.128	0
161.973	4	22	21	0	1.671	1
170.007	4	54	22	1	1.237	0
178.056	4	77	142	1	0.836	0
191.105	4	24	139	0	1.075	1
201.138	4	80	39	1	0.881	0
207.172	4	77	24	1	0.959	0
218.205	4	23	110	0	0.99	1
226.238	4	55	163	1	1.141	0
235.271	4	28	132	0	1.332	1
241.32	4	83	105	1	0.939	0
251.354	4	29	44	0	1.328	1
260.387	4	58	72	1	1.071	0
267.42	4	32	57	0	1.406	1
278.453	4	33	103	0	0.997	1
288.502	4	23	42	0	0.74	1
298.535	4	55	107	1	1.154	0
309.585	4	22	27	0	1.312	1
