onset	duration	amount	Probability	choseAccept	RT	choseRight
15.799	4	22	0.96	1	2.081	1
22.832	4	79	0.49	1	2.287	1
33.865	4	74	0.39	0	1.182	0
41.915	4	72	0.5	1	1.364	1
50.948	4	28	0.63	0	1.859	0
57.981	4	58	0.83	1	1.45	1
70.031	4	21	0.93	0	1.28	0
78.08	4	62	0.18	0	1.335	0
97.13	4	71	0.19	0	1.132	0
102.196	4	31	0.79	1	2.73	1
111.229	4	63	0.57	0	2.025	0
122.262	4	82	0.31	0	1.352	0
133.312	4	43	0.69	1	3.094	1
142.345	4	70	0.61	1	1.252	1
149.395	4	41	0.6	0	1.162	0
158.428	4	33	0.62	0	1.945	0
165.461	4	22	0.89	0	1.336	0
178.495	4	72	0.34	0	1.462	0
195.544	4	52	0.41	0	1.269	0
203.594	4	40	0.39	0	1.25	0
209.643	4	24	0.91	1	3.057	1
232.693	4	49	0.56	0	1.935	0
240.742	4	79	0.45	0	1.862	0
248.776	4	77	0.39	0	1.524	0
257.809	4	45	0.37	0	1.267	0
275.875	4	62	0.3	0	1.76	0
280.925	4	83	0.52	1	2.166	1
288.974	4	21	0.96	0	1.309	0
298.008	4	46	0.48	0	1.243	0
309.041	4	22	0.98	1	3.074	1
