onset	duration	amount	Probability	choseAccept	RT	choseRight
15.03	4	72	0.33	0	1.618	0
20.097	4	45	0.37	0	1.079	0
35.13	4	77	0.38	0	0.83	0
51.179	4	79	0.49	0	1.269	0
61.213	4	44	0.44	0	0.994	0
70.245	4	35	0.7	0	2.002	0
78.295	4	49	0.56	0	2.488	0
86.328	4	40	0.71	0	1.855	0
99.378	4	62	0.18	0	1.701	0
116.427	4	22	0.98	1	1.835	1
126.477	4	33	0.8	0	2.321	0
134.51	4	74	0.39	0	1.984	0
142.56	4	21	0.97	1	1.55	1
154.61	4	41	0.6	0	2.06	0
163.643	4	52	0.41	0	1.355	0
172.676	4	43	0.69	0	2.417	0
181.726	4	72	0.5	0	1.319	0
191.775	4	53	0.54	0	0.926	0
201.808	4	46	0.33	0	0.853	0
212.842	4	36	0.59	0	1.851	0
222.891	4	75	0.48	0	0.946	0
229.924	4	23	0.83	0	1.857	0
239.957	4	32	0.57	0	1.215	0
245.024	4	25	0.91	1	1.964	1
250.074	4	65	0.55	0	2.586	0
265.107	4	79	0.45	0	1.201	0
273.156	4	22	0.89	0	1.64	0
283.189	4	82	0.09	0	1.975	0
299.222	4	76	0.43	0	0.941	0
309.255	4	82	0.31	0	0.932	0
