onset	duration	amount	Delay	choseAccept	RT	choseRight
18.053	4	23	77	0	2.626	0
28.086	4	24	87	0	1.841	0
38.119	4	30	23	0	2.024	0
49.152	4	80	39	0	1.887	0
57.202	4	61	141	0	1.301	0
67.252	4	44	92	0	1.595	0
76.285	4	67	23	1	2.265	1
83.318	4	25	108	0	0.816	0
92.368	4	25	74	0	1.566	0
99.417	4	56	172	0	0.717	0
110.467	4	63	37	0	1.731	0
120.517	4	43	38	0	2.185	0
132.566	4	70	108	0	0.976	0
143.599	4	77	161	0	0.758	0
153.632	4	43	19	0	3.093	0
161.666	4	58	72	0	1.659	0
173.699	4	73	44	0	2.802	0
194.748	4	65	156	0	1.321	0
208.798	4	28	163	0	0.758	0
216.831	4	27	130	0	1.709	0
223.864	4	80	145	0	0.828	0
234.897	4	33	78	0	1.795	0
243.93	4	58	36	0	2.242	0
254.963	4	74	52	0	1.497	0
263.013	4	42	145	0	0.846	0
275.062	4	55	163	0	0.693	0
284.095	4	24	38	0	0.972	0
289.145	4	32	57	0	2.178	0
295.178	4	28	132	0	0.697	0
309.228	4	25	141	0	0.999	0
