onset	duration	amount	Delay	choseAccept	RT	choseRight
15.993	4	32	111	0	1.304	0
25.043	4	56	93	0	1.058	0
33.076	4	23	134	0	1.274	0
43.109	4	78	108	0	1.253	0
57.159	4	74	52	0	1.806	0
65.192	4	28	163	0	0.851	0
75.241	4	28	132	0	0.804	0
81.275	4	35	171	0	1.208	0
87.308	4	58	36	0	1.119	0
101.374	4	43	38	0	0.95	0
110.424	4	33	163	0	1.343	0
122.457	4	27	91	0	1.962	0
132.523	4	70	108	0	0.898	0
140.573	4	54	23	0	1.703	0
147.623	4	50	129	0	1.555	0
154.656	4	34	176	0	0.783	0
163.705	4	58	53	0	0.955	0
170.739	4	67	103	0	1.168	0
182.788	4	23	61	0	1.71	0
193.821	4	41	55	0	0.932	0
205.871	4	43	120	0	1.078	0
210.937	4	42	145	0	0.867	0
219.987	4	71	88	0	1.064	0
233.037	4	82	74	0	1.049	0
248.086	4	60	124	0	1.185	0
267.152	4	31	74	0	1.125	0
276.185	4	76	161	0	0.838	0
287.218	4	83	105	0	0.855	0
298.268	4	61	141	0	1.945	0
309.318	4	28	123	0	0.856	0
