onset	duration	amount	Probability	choseAccept	RT	choseRight
14.078	4	63	0.54	0	1.458	0
21.117	4	39	0.66	0	1.818	0
28.172	4	25	0.86	0	1.427	0
41.199	4	52	0.48	0	1.8	0
53.241	4	57	0.66	1	2.781	1
62.264	4	73	0.4	0	0.822	0
74.29	4	53	0.42	0	0.924	0
79.327	4	43	0.52	0	1.734	0
85.365	4	41	0.43	0	1.256	0
95.389	4	79	0.47	0	1.128	0
103.412	4	42	0.7	0	2.769	0
115.454	4	64	0.6	1	3.006	1
124.478	4	33	0.45	0	1.07	0
136.504	4	70	0.57	0	1.932	0
150.547	4	56	0.62	0	2.152	0
160.572	4	59	0.49	0	1.039	0
171.597	4	83	0.44	0	1.006	0
181.621	4	63	0.44	0	1.213	0
188.643	4	58	0.53	0	1.559	0
200.669	4	54	0.46	0	0.813	0
207.69	4	21	0.98	1	1.991	1
219.716	4	46	0.64	0	2.293	0
231.742	4	28	0.75	0	1.555	0
240.765	4	42	0.55	0	1.604	0
246.787	4	63	0.45	0	0.797	0
264.817	4	73	0.24	0	0.871	0
271.839	4	41	0.52	0	1.345	0
284.865	4	38	0.51	0	1.126	0
297.892	4	64	0.19	0	0.779	0
306.915	4	43	0.55	0	1.371	0
322.96	4	48	0.68	0	1.974	0
331	4	84	0.22	0	0.926	0
339.023	4	43	0.62	0	1.59	0
347.045	4	82	0.27	0	0.888	0
357.069	4	76	0.44	0	1.264	0
366.093	4	51	0.8	1	1.872	1
376.134	4	72	0.47	0	0.934	0
386.175	4	70	0.3	0	0.957	0
