onset	duration	amount	Probability	choseAccept	RT	choseRight
19.272	4	82	0.25	0	1.269	0
29.306	4	75	0.24	0	0.922	0
38.338	4	60	0.51	0	2.17	0
49.371	4	52	0.47	0	1.28	0
63.437	4	49	0.71	1	1.401	1
78.487	4	56	0.68	1	1.458	1
84.52	4	71	0.19	0	0.884	0
101.569	4	45	0.37	0	0.957	0
109.602	4	53	0.54	0	1.531	0
120.668	4	35	0.78	0	1.948	0
125.735	4	74	0.39	0	0.797	0
130.801	4	62	0.3	0	1.115	0
143.851	4	35	0.7	1	2.091	1
160.884	4	83	0.28	0	0.944	0
168.917	4	58	0.83	1	1.76	1
176.95	4	42	0.6	0	2.184	0
189.999	4	77	0.39	0	1.373	0
200.032	4	58	0.46	0	1.775	0
206.065	4	68	0.64	1	1.857	1
217.115	4	83	0.52	1	1.567	1
225.165	4	32	0.57	0	1.623	0
234.214	4	65	0.55	1	1.768	1
240.264	4	72	0.34	0	0.939	0
250.314	4	64	0.33	0	1.737	0
259.347	4	85	0.59	1	2.193	1
266.38	4	82	0.09	0	0.835	0
277.413	4	76	0.43	0	0.977	0
287.446	4	72	0.4	0	0.708	0
297.479	4	82	0.29	0	1.828	0
308.528	4	61	0.67	1	1.276	1
