onset	duration	amount	Probability	choseAccept	RT	choseRight
15.018	4	81	0.1	0	1.868	0
20.084	4	28	0.89	1	2.258	1
35.117	4	39	0.49	1	2.002	1
51.15	4	63	0.27	0	1.236	0
61.183	4	70	0.61	1	1.581	1
70.216	4	41	0.63	1	1.675	1
78.249	4	82	0.29	0	2.424	0
86.282	4	62	0.3	0	2.161	0
99.332	4	61	0.5	1	1.043	1
116.364	4	66	0.25	0	1.781	0
126.414	4	71	0.19	0	1.209	0
134.447	4	70	0.39	1	2.195	1
142.48	4	82	0.48	1	1.539	1
154.513	4	25	0.89	1	1.164	1
163.563	4	30	0.7	1	0.73	1
172.596	4	31	0.61	1	0.954	1
181.629	4	46	0.77	1	0.856	1
191.662	4	76	0.26	0	1.529	0
201.712	4	50	0.57	1	1.42	1
212.745	4	40	0.71	1	1.18	1
222.778	4	35	0.78	1	0.854	1
229.811	4	50	0.39	0	2.868	0
239.861	4	31	0.79	1	1.08	1
244.91	4	82	0.09	0	3.269	0
249.96	4	82	0.25	0	1.606	0
265.01	4	49	0.56	1	1.133	1
273.06	4	62	0.18	0	1.579	0
283.109	4	49	0.71	1	1.219	1
299.142	4	68	0.64	1	1.253	1
309.175	4	43	0.69	1	1.631	1
